video_stem,video_path,video_emotion,video_emotion_lbl,actor_id,sentence_key,sentence_text,audio_stem,audio_path,audio_emotion,audio_emotion_lbl,output_stem,label,method,status
1065_DFA_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1065_DFA_HAP_XX.flv,HAP,happy,1065,DFA,Don't forget a jacket,1065_DFA_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1065_DFA_NEU_XX.wav,NEU,neutral,FAKE_T1_1065_DFA_HAP_XX__AUDIO_1065_DFA_NEU_XX,1,emotion_swap,pending
1065_IOM_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1065_IOM_FEA_XX.flv,FEA,fearful,1065,IOM,I'm on my way to the meeting,1065_IOM_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1065_IOM_HAP_XX.wav,HAP,happy,FAKE_T1_1065_IOM_FEA_XX__AUDIO_1065_IOM_HAP_XX,1,emotion_swap,pending
1065_TSI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1065_TSI_HAP_XX.flv,HAP,happy,1065,TSI,The surface is slippery,1065_TSI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1065_TSI_NEU_XX.wav,NEU,neutral,FAKE_T1_1065_TSI_HAP_XX__AUDIO_1065_TSI_NEU_XX,1,emotion_swap,pending
1065_ITH_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1065_ITH_HAP_XX.flv,HAP,happy,1065,ITH,I think I have a doctor's appointment,1065_ITH_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1065_ITH_NEU_XX.wav,NEU,neutral,FAKE_T1_1065_ITH_HAP_XX__AUDIO_1065_ITH_NEU_XX,1,emotion_swap,pending
1065_TSI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1065_TSI_ANG_XX.flv,ANG,angry,1065,TSI,The surface is slippery,1065_TSI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1065_TSI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1065_TSI_ANG_XX__AUDIO_1065_TSI_DIS_XX,1,emotion_swap,pending
1065_IOM_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1065_IOM_ANG_XX.flv,ANG,angry,1065,IOM,I'm on my way to the meeting,1065_IOM_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1065_IOM_DIS_XX.wav,DIS,disgusted,FAKE_T1_1065_IOM_ANG_XX__AUDIO_1065_IOM_DIS_XX,1,emotion_swap,pending
1065_WSI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1065_WSI_FEA_XX.flv,FEA,fearful,1065,WSI,We'll stop in a couple of minutes,1065_WSI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1065_WSI_HAP_XX.wav,HAP,happy,FAKE_T1_1065_WSI_FEA_XX__AUDIO_1065_WSI_HAP_XX,1,emotion_swap,pending
1065_MTI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1065_MTI_SAD_XX.flv,SAD,sad,1065,MTI,Maybe tomorrow it will be cold,1065_MTI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1065_MTI_ANG_XX.wav,ANG,angry,FAKE_T1_1065_MTI_SAD_XX__AUDIO_1065_MTI_ANG_XX,1,emotion_swap,pending
1066_DFA_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_DFA_NEU_XX.flv,NEU,neutral,1066,DFA,Don't forget a jacket,1066_DFA_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_DFA_SAD_XX.wav,SAD,sad,FAKE_T1_1066_DFA_NEU_XX__AUDIO_1066_DFA_SAD_XX,1,emotion_swap,pending
1066_ITS_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_ITS_FEA_XX.flv,FEA,fearful,1066,ITS,I think I've seen this before,1066_ITS_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_ITS_HAP_XX.wav,HAP,happy,FAKE_T1_1066_ITS_FEA_XX__AUDIO_1066_ITS_HAP_XX,1,emotion_swap,pending
1066_WSI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_WSI_DIS_XX.flv,DIS,disgusted,1066,WSI,We'll stop in a couple of minutes,1066_WSI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_WSI_FEA_XX.wav,FEA,fearful,FAKE_T1_1066_WSI_DIS_XX__AUDIO_1066_WSI_FEA_XX,1,emotion_swap,pending
1066_WSI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_WSI_SAD_XX.flv,SAD,sad,1066,WSI,We'll stop in a couple of minutes,1066_WSI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_WSI_ANG_XX.wav,ANG,angry,FAKE_T1_1066_WSI_SAD_XX__AUDIO_1066_WSI_ANG_XX,1,emotion_swap,pending
1066_ITH_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_ITH_DIS_XX.flv,DIS,disgusted,1066,ITH,I think I have a doctor's appointment,1066_ITH_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_ITH_FEA_XX.wav,FEA,fearful,FAKE_T1_1066_ITH_DIS_XX__AUDIO_1066_ITH_FEA_XX,1,emotion_swap,pending
1066_IWL_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_IWL_NEU_XX.flv,NEU,neutral,1066,IWL,I would like a new alarm clock,1066_IWL_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_IWL_SAD_XX.wav,SAD,sad,FAKE_T1_1066_IWL_NEU_XX__AUDIO_1066_IWL_SAD_XX,1,emotion_swap,pending
1066_TSI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_TSI_SAD_XX.flv,SAD,sad,1066,TSI,The surface is slippery,1066_TSI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_TSI_ANG_XX.wav,ANG,angry,FAKE_T1_1066_TSI_SAD_XX__AUDIO_1066_TSI_ANG_XX,1,emotion_swap,pending
1066_TAI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_TAI_NEU_XX.flv,NEU,neutral,1066,TAI,The airplane is almost full,1066_TAI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_TAI_SAD_XX.wav,SAD,sad,FAKE_T1_1066_TAI_NEU_XX__AUDIO_1066_TAI_SAD_XX,1,emotion_swap,pending
1066_IOM_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_IOM_ANG_XX.flv,ANG,angry,1066,IOM,I'm on my way to the meeting,1066_IOM_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_IOM_DIS_XX.wav,DIS,disgusted,FAKE_T1_1066_IOM_ANG_XX__AUDIO_1066_IOM_DIS_XX,1,emotion_swap,pending
1066_IEO_ANG_MD,..\..\data\raw\CREMA-D\VideoFlash\1066_IEO_ANG_MD.flv,ANG,angry,1066,IEO,It's eleven o'clock,1066_IEO_DIS_MD,..\..\data\raw\CREMA-D\AudioWAV\1066_IEO_DIS_MD.wav,DIS,disgusted,FAKE_T1_1066_IEO_ANG_MD__AUDIO_1066_IEO_DIS_MD,1,emotion_swap,pending
1066_WSI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_WSI_FEA_XX.flv,FEA,fearful,1066,WSI,We'll stop in a couple of minutes,1066_WSI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_WSI_HAP_XX.wav,HAP,happy,FAKE_T1_1066_WSI_FEA_XX__AUDIO_1066_WSI_HAP_XX,1,emotion_swap,pending
1066_TIE_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_TIE_ANG_XX.flv,ANG,angry,1066,TIE,That is exactly what happened,1066_TIE_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_TIE_DIS_XX.wav,DIS,disgusted,FAKE_T1_1066_TIE_ANG_XX__AUDIO_1066_TIE_DIS_XX,1,emotion_swap,pending
1066_DFA_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_DFA_ANG_XX.flv,ANG,angry,1066,DFA,Don't forget a jacket,1066_DFA_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_DFA_DIS_XX.wav,DIS,disgusted,FAKE_T1_1066_DFA_ANG_XX__AUDIO_1066_DFA_DIS_XX,1,emotion_swap,pending
1066_IOM_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_IOM_DIS_XX.flv,DIS,disgusted,1066,IOM,I'm on my way to the meeting,1066_IOM_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_IOM_FEA_XX.wav,FEA,fearful,FAKE_T1_1066_IOM_DIS_XX__AUDIO_1066_IOM_FEA_XX,1,emotion_swap,pending
1066_ITH_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_ITH_SAD_XX.flv,SAD,sad,1066,ITH,I think I have a doctor's appointment,1066_ITH_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_ITH_ANG_XX.wav,ANG,angry,FAKE_T1_1066_ITH_SAD_XX__AUDIO_1066_ITH_ANG_XX,1,emotion_swap,pending
1066_IOM_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_IOM_SAD_XX.flv,SAD,sad,1066,IOM,I'm on my way to the meeting,1066_IOM_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_IOM_ANG_XX.wav,ANG,angry,FAKE_T1_1066_IOM_SAD_XX__AUDIO_1066_IOM_ANG_XX,1,emotion_swap,pending
1066_TIE_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_TIE_HAP_XX.flv,HAP,happy,1066,TIE,That is exactly what happened,1066_TIE_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_TIE_NEU_XX.wav,NEU,neutral,FAKE_T1_1066_TIE_HAP_XX__AUDIO_1066_TIE_NEU_XX,1,emotion_swap,pending
1066_MTI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_MTI_FEA_XX.flv,FEA,fearful,1066,MTI,Maybe tomorrow it will be cold,1066_MTI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_MTI_HAP_XX.wav,HAP,happy,FAKE_T1_1066_MTI_FEA_XX__AUDIO_1066_MTI_HAP_XX,1,emotion_swap,pending
1066_MTI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_MTI_ANG_XX.flv,ANG,angry,1066,MTI,Maybe tomorrow it will be cold,1066_MTI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_MTI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1066_MTI_ANG_XX__AUDIO_1066_MTI_DIS_XX,1,emotion_swap,pending
1066_IWL_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_IWL_HAP_XX.flv,HAP,happy,1066,IWL,I would like a new alarm clock,1066_IWL_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_IWL_NEU_XX.wav,NEU,neutral,FAKE_T1_1066_IWL_HAP_XX__AUDIO_1066_IWL_NEU_XX,1,emotion_swap,pending
1066_MTI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_MTI_DIS_XX.flv,DIS,disgusted,1066,MTI,Maybe tomorrow it will be cold,1066_MTI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_MTI_FEA_XX.wav,FEA,fearful,FAKE_T1_1066_MTI_DIS_XX__AUDIO_1066_MTI_FEA_XX,1,emotion_swap,pending
1066_ITH_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1066_ITH_HAP_XX.flv,HAP,happy,1066,ITH,I think I have a doctor's appointment,1066_ITH_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1066_ITH_NEU_XX.wav,NEU,neutral,FAKE_T1_1066_ITH_HAP_XX__AUDIO_1066_ITH_NEU_XX,1,emotion_swap,pending
1067_IWW_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_IWW_SAD_XX.flv,SAD,sad,1067,IWW,I wonder what this is about,1067_IWW_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_IWW_ANG_XX.wav,ANG,angry,FAKE_T1_1067_IWW_SAD_XX__AUDIO_1067_IWW_ANG_XX,1,emotion_swap,pending
1067_WSI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_WSI_HAP_XX.flv,HAP,happy,1067,WSI,We'll stop in a couple of minutes,1067_WSI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_WSI_NEU_XX.wav,NEU,neutral,FAKE_T1_1067_WSI_HAP_XX__AUDIO_1067_WSI_NEU_XX,1,emotion_swap,pending
1067_TSI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_TSI_SAD_XX.flv,SAD,sad,1067,TSI,The surface is slippery,1067_TSI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_TSI_ANG_XX.wav,ANG,angry,FAKE_T1_1067_TSI_SAD_XX__AUDIO_1067_TSI_ANG_XX,1,emotion_swap,pending
1067_MTI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_MTI_ANG_XX.flv,ANG,angry,1067,MTI,Maybe tomorrow it will be cold,1067_MTI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_MTI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1067_MTI_ANG_XX__AUDIO_1067_MTI_DIS_XX,1,emotion_swap,pending
1067_IWW_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_IWW_HAP_XX.flv,HAP,happy,1067,IWW,I wonder what this is about,1067_IWW_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_IWW_NEU_XX.wav,NEU,neutral,FAKE_T1_1067_IWW_HAP_XX__AUDIO_1067_IWW_NEU_XX,1,emotion_swap,pending
1067_IEO_ANG_MD,..\..\data\raw\CREMA-D\VideoFlash\1067_IEO_ANG_MD.flv,ANG,angry,1067,IEO,It's eleven o'clock,1067_IEO_DIS_MD,..\..\data\raw\CREMA-D\AudioWAV\1067_IEO_DIS_MD.wav,DIS,disgusted,FAKE_T1_1067_IEO_ANG_MD__AUDIO_1067_IEO_DIS_MD,1,emotion_swap,pending
1067_MTI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_MTI_FEA_XX.flv,FEA,fearful,1067,MTI,Maybe tomorrow it will be cold,1067_MTI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_MTI_HAP_XX.wav,HAP,happy,FAKE_T1_1067_MTI_FEA_XX__AUDIO_1067_MTI_HAP_XX,1,emotion_swap,pending
1067_IWL_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_IWL_HAP_XX.flv,HAP,happy,1067,IWL,I would like a new alarm clock,1067_IWL_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_IWL_NEU_XX.wav,NEU,neutral,FAKE_T1_1067_IWL_HAP_XX__AUDIO_1067_IWL_NEU_XX,1,emotion_swap,pending
1067_MTI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_MTI_DIS_XX.flv,DIS,disgusted,1067,MTI,Maybe tomorrow it will be cold,1067_MTI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_MTI_FEA_XX.wav,FEA,fearful,FAKE_T1_1067_MTI_DIS_XX__AUDIO_1067_MTI_FEA_XX,1,emotion_swap,pending
1067_IWW_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_IWW_ANG_XX.flv,ANG,angry,1067,IWW,I wonder what this is about,1067_IWW_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_IWW_DIS_XX.wav,DIS,disgusted,FAKE_T1_1067_IWW_ANG_XX__AUDIO_1067_IWW_DIS_XX,1,emotion_swap,pending
1067_TAI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_TAI_NEU_XX.flv,NEU,neutral,1067,TAI,The airplane is almost full,1067_TAI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_TAI_SAD_XX.wav,SAD,sad,FAKE_T1_1067_TAI_NEU_XX__AUDIO_1067_TAI_SAD_XX,1,emotion_swap,pending
1067_WSI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_WSI_FEA_XX.flv,FEA,fearful,1067,WSI,We'll stop in a couple of minutes,1067_WSI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_WSI_HAP_XX.wav,HAP,happy,FAKE_T1_1067_WSI_FEA_XX__AUDIO_1067_WSI_HAP_XX,1,emotion_swap,pending
1067_WSI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_WSI_NEU_XX.flv,NEU,neutral,1067,WSI,We'll stop in a couple of minutes,1067_WSI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_WSI_SAD_XX.wav,SAD,sad,FAKE_T1_1067_WSI_NEU_XX__AUDIO_1067_WSI_SAD_XX,1,emotion_swap,pending
1067_IWL_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_IWL_NEU_XX.flv,NEU,neutral,1067,IWL,I would like a new alarm clock,1067_IWL_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_IWL_SAD_XX.wav,SAD,sad,FAKE_T1_1067_IWL_NEU_XX__AUDIO_1067_IWL_SAD_XX,1,emotion_swap,pending
1067_IWW_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_IWW_DIS_XX.flv,DIS,disgusted,1067,IWW,I wonder what this is about,1067_IWW_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_IWW_FEA_XX.wav,FEA,fearful,FAKE_T1_1067_IWW_DIS_XX__AUDIO_1067_IWW_FEA_XX,1,emotion_swap,pending
1067_TAI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_TAI_ANG_XX.flv,ANG,angry,1067,TAI,The airplane is almost full,1067_TAI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_TAI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1067_TAI_ANG_XX__AUDIO_1067_TAI_DIS_XX,1,emotion_swap,pending
1067_TSI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_TSI_HAP_XX.flv,HAP,happy,1067,TSI,The surface is slippery,1067_TSI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_TSI_NEU_XX.wav,NEU,neutral,FAKE_T1_1067_TSI_HAP_XX__AUDIO_1067_TSI_NEU_XX,1,emotion_swap,pending
1067_DFA_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_DFA_DIS_XX.flv,DIS,disgusted,1067,DFA,Don't forget a jacket,1067_DFA_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_DFA_FEA_XX.wav,FEA,fearful,FAKE_T1_1067_DFA_DIS_XX__AUDIO_1067_DFA_FEA_XX,1,emotion_swap,pending
1067_IOM_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_IOM_DIS_XX.flv,DIS,disgusted,1067,IOM,I'm on my way to the meeting,1067_IOM_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_IOM_FEA_XX.wav,FEA,fearful,FAKE_T1_1067_IOM_DIS_XX__AUDIO_1067_IOM_FEA_XX,1,emotion_swap,pending
1067_TAI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_TAI_SAD_XX.flv,SAD,sad,1067,TAI,The airplane is almost full,1067_TAI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_TAI_ANG_XX.wav,ANG,angry,FAKE_T1_1067_TAI_SAD_XX__AUDIO_1067_TAI_ANG_XX,1,emotion_swap,pending
1067_ITS_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_ITS_NEU_XX.flv,NEU,neutral,1067,ITS,I think I've seen this before,1067_ITS_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_ITS_SAD_XX.wav,SAD,sad,FAKE_T1_1067_ITS_NEU_XX__AUDIO_1067_ITS_SAD_XX,1,emotion_swap,pending
1067_DFA_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1067_DFA_FEA_XX.flv,FEA,fearful,1067,DFA,Don't forget a jacket,1067_DFA_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1067_DFA_HAP_XX.wav,HAP,happy,FAKE_T1_1067_DFA_FEA_XX__AUDIO_1067_DFA_HAP_XX,1,emotion_swap,pending
1068_TAI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_TAI_NEU_XX.flv,NEU,neutral,1068,TAI,The airplane is almost full,1068_TAI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_TAI_SAD_XX.wav,SAD,sad,FAKE_T1_1068_TAI_NEU_XX__AUDIO_1068_TAI_SAD_XX,1,emotion_swap,pending
1068_MTI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_MTI_HAP_XX.flv,HAP,happy,1068,MTI,Maybe tomorrow it will be cold,1068_MTI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_MTI_NEU_XX.wav,NEU,neutral,FAKE_T1_1068_MTI_HAP_XX__AUDIO_1068_MTI_NEU_XX,1,emotion_swap,pending
1068_IWW_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_IWW_DIS_XX.flv,DIS,disgusted,1068,IWW,I wonder what this is about,1068_IWW_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_IWW_FEA_XX.wav,FEA,fearful,FAKE_T1_1068_IWW_DIS_XX__AUDIO_1068_IWW_FEA_XX,1,emotion_swap,pending
1068_TSI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_TSI_SAD_XX.flv,SAD,sad,1068,TSI,The surface is slippery,1068_TSI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_TSI_ANG_XX.wav,ANG,angry,FAKE_T1_1068_TSI_SAD_XX__AUDIO_1068_TSI_ANG_XX,1,emotion_swap,pending
1068_IWW_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_IWW_SAD_XX.flv,SAD,sad,1068,IWW,I wonder what this is about,1068_IWW_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_IWW_ANG_XX.wav,ANG,angry,FAKE_T1_1068_IWW_SAD_XX__AUDIO_1068_IWW_ANG_XX,1,emotion_swap,pending
1068_ITH_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_ITH_DIS_XX.flv,DIS,disgusted,1068,ITH,I think I have a doctor's appointment,1068_ITH_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_ITH_FEA_XX.wav,FEA,fearful,FAKE_T1_1068_ITH_DIS_XX__AUDIO_1068_ITH_FEA_XX,1,emotion_swap,pending
1068_IOM_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_IOM_HAP_XX.flv,HAP,happy,1068,IOM,I'm on my way to the meeting,1068_IOM_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_IOM_NEU_XX.wav,NEU,neutral,FAKE_T1_1068_IOM_HAP_XX__AUDIO_1068_IOM_NEU_XX,1,emotion_swap,pending
1068_DFA_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_DFA_SAD_XX.flv,SAD,sad,1068,DFA,Don't forget a jacket,1068_DFA_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_DFA_ANG_XX.wav,ANG,angry,FAKE_T1_1068_DFA_SAD_XX__AUDIO_1068_DFA_ANG_XX,1,emotion_swap,pending
1068_ITS_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_ITS_SAD_XX.flv,SAD,sad,1068,ITS,I think I've seen this before,1068_ITS_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_ITS_ANG_XX.wav,ANG,angry,FAKE_T1_1068_ITS_SAD_XX__AUDIO_1068_ITS_ANG_XX,1,emotion_swap,pending
1068_IWL_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_IWL_DIS_XX.flv,DIS,disgusted,1068,IWL,I would like a new alarm clock,1068_IWL_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_IWL_FEA_XX.wav,FEA,fearful,FAKE_T1_1068_IWL_DIS_XX__AUDIO_1068_IWL_FEA_XX,1,emotion_swap,pending
1068_IWW_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_IWW_FEA_XX.flv,FEA,fearful,1068,IWW,I wonder what this is about,1068_IWW_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_IWW_HAP_XX.wav,HAP,happy,FAKE_T1_1068_IWW_FEA_XX__AUDIO_1068_IWW_HAP_XX,1,emotion_swap,pending
1068_ITH_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_ITH_ANG_XX.flv,ANG,angry,1068,ITH,I think I have a doctor's appointment,1068_ITH_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_ITH_DIS_XX.wav,DIS,disgusted,FAKE_T1_1068_ITH_ANG_XX__AUDIO_1068_ITH_DIS_XX,1,emotion_swap,pending
1068_TIE_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_TIE_DIS_XX.flv,DIS,disgusted,1068,TIE,That is exactly what happened,1068_TIE_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_TIE_FEA_XX.wav,FEA,fearful,FAKE_T1_1068_TIE_DIS_XX__AUDIO_1068_TIE_FEA_XX,1,emotion_swap,pending
1068_TSI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_TSI_ANG_XX.flv,ANG,angry,1068,TSI,The surface is slippery,1068_TSI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_TSI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1068_TSI_ANG_XX__AUDIO_1068_TSI_DIS_XX,1,emotion_swap,pending
1068_WSI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_WSI_NEU_XX.flv,NEU,neutral,1068,WSI,We'll stop in a couple of minutes,1068_WSI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_WSI_SAD_XX.wav,SAD,sad,FAKE_T1_1068_WSI_NEU_XX__AUDIO_1068_WSI_SAD_XX,1,emotion_swap,pending
1068_TAI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_TAI_DIS_XX.flv,DIS,disgusted,1068,TAI,The airplane is almost full,1068_TAI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_TAI_FEA_XX.wav,FEA,fearful,FAKE_T1_1068_TAI_DIS_XX__AUDIO_1068_TAI_FEA_XX,1,emotion_swap,pending
1068_DFA_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_DFA_HAP_XX.flv,HAP,happy,1068,DFA,Don't forget a jacket,1068_DFA_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_DFA_NEU_XX.wav,NEU,neutral,FAKE_T1_1068_DFA_HAP_XX__AUDIO_1068_DFA_NEU_XX,1,emotion_swap,pending
1068_IEO_FEA_MD,..\..\data\raw\CREMA-D\VideoFlash\1068_IEO_FEA_MD.flv,FEA,fearful,1068,IEO,It's eleven o'clock,1068_IEO_HAP_MD,..\..\data\raw\CREMA-D\AudioWAV\1068_IEO_HAP_MD.wav,HAP,happy,FAKE_T1_1068_IEO_FEA_MD__AUDIO_1068_IEO_HAP_MD,1,emotion_swap,pending
1068_TSI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1068_TSI_FEA_XX.flv,FEA,fearful,1068,TSI,The surface is slippery,1068_TSI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1068_TSI_HAP_XX.wav,HAP,happy,FAKE_T1_1068_TSI_FEA_XX__AUDIO_1068_TSI_HAP_XX,1,emotion_swap,pending
