clip_id,source_pipeline,fake_label,speaker_id,audio_emotion,visual_emotion,sarcasm_label,has_z_at,has_z_v,is_ready_for_training,video_path,z_at_path,z_v_path
c805Td8A_Ek_008,mosei_real,0,mosei_c805Td8A_Ek_008,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\c805Td8A_Ek_008.mp4,data\preprocessed\features\z_at\c805Td8A_Ek_008.pt,data\preprocessed\features\z_v\c805Td8A_Ek_008.pt
bdFCD-3BCRg_022,mosei_real,0,mosei_bdFCD-3BCRg_022,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\bdFCD-3BCRg_022.mp4,data\preprocessed\features\z_at\bdFCD-3BCRg_022.pt,data\preprocessed\features\z_v\bdFCD-3BCRg_022.pt
mgovo8VYtvk_028,mosei_real,0,mosei_mgovo8VYtvk_028,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\mgovo8VYtvk_028.mp4,data\preprocessed\features\z_at\mgovo8VYtvk_028.pt,data\preprocessed\features\z_v\mgovo8VYtvk_028.pt
FAKE_T2_1001_DFA_DIS_XX__AUDIO_1001_DFA_FEA_XX_wav2lip,track2,1,crema_1001,FEA,DIS,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1001_DFA_DIS_XX__AUDIO_1001_DFA_FEA_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1001_DFA_DIS_XX__AUDIO_1001_DFA_FEA_XX_wav2lip.pt
test_dia97_utt1,meld_real,0,meld_Monica,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia97_utt1.mp4,data\preprocessed\features\z_at\test_dia97_utt1.pt,data\preprocessed\features\z_v\test_dia97_utt1.pt
test_dia167_utt14,meld_real,0,meld_The_Teacher,anger,anger,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia167_utt14.mp4,data\preprocessed\features\z_at\test_dia167_utt14.pt,data\preprocessed\features\z_v\test_dia167_utt14.pt
FAKE_T3_1065_TSI_DIS_XX__AUDIO_1065_TSI_FEA_XX_sadtalker,track3,1,crema_1065,FEA,DIS,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1065_TSI_DIS_XX__AUDIO_1065_TSI_FEA_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1065_TSI_DIS_XX__AUDIO_1065_TSI_FEA_XX_sadtalker.pt
2_408,mustard,-1,mustard_CHANDLER,,,1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_408.mp4,data\preprocessed\features\z_at\2_408.pt,data\preprocessed\features\z_v\2_408.pt
dev_dia74_utt9,meld_real,0,meld_Ross,sadness,sadness,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia74_utt9.mp4,data\preprocessed\features\z_at\dev_dia74_utt9.pt,data\preprocessed\features\z_v\dev_dia74_utt9.pt
FAKE_T3_1006_ITH_HAP_XX__AUDIO_1006_ITH_NEU_XX_sadtalker,track3,1,crema_1006,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1006_ITH_HAP_XX__AUDIO_1006_ITH_NEU_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1006_ITH_HAP_XX__AUDIO_1006_ITH_NEU_XX_sadtalker.pt
FAKE_T3_1049_IOM_ANG_XX__AUDIO_1049_IOM_DIS_XX_sadtalker,track3,1,crema_1049,DIS,ANG,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1049_IOM_ANG_XX__AUDIO_1049_IOM_DIS_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1049_IOM_ANG_XX__AUDIO_1049_IOM_DIS_XX_sadtalker.pt
FAKE_T1_1073_IEO_ANG_LO__AUDIO_1073_IEO_DIS_LO_styletts,track1,1,crema_1073,DIS,ANG,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1073_IEO_ANG_LO__AUDIO_1073_IEO_DIS_LO_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1073_IEO_ANG_LO__AUDIO_1073_IEO_DIS_LO_styletts.pt
hSgKOKK3L8M_005,mosei_real,0,mosei_hSgKOKK3L8M_005,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\hSgKOKK3L8M_005.mp4,data\preprocessed\features\z_at\hSgKOKK3L8M_005.pt,data\preprocessed\features\z_v\hSgKOKK3L8M_005.pt
FAKE_T3_1057_MTI_DIS_XX__AUDIO_1057_MTI_FEA_XX_sadtalker,track3,1,crema_1057,FEA,DIS,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1057_MTI_DIS_XX__AUDIO_1057_MTI_FEA_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1057_MTI_DIS_XX__AUDIO_1057_MTI_FEA_XX_sadtalker.pt
0FA32bEZ6xI_016,mosei_real,0,mosei_0FA32bEZ6xI_016,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\0FA32bEZ6xI_016.mp4,data\preprocessed\features\z_at\0FA32bEZ6xI_016.pt,data\preprocessed\features\z_v\0FA32bEZ6xI_016.pt
FAKE_T1_1069_IWL_SAD_XX__AUDIO_1069_IWL_ANG_XX_styletts,track1,1,crema_1069,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1069_IWL_SAD_XX__AUDIO_1069_IWL_ANG_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1069_IWL_SAD_XX__AUDIO_1069_IWL_ANG_XX_styletts.pt
z441aDJvAcU_005,mosei_real,0,mosei_z441aDJvAcU_005,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\z441aDJvAcU_005.mp4,data\preprocessed\features\z_at\z441aDJvAcU_005.pt,data\preprocessed\features\z_v\z441aDJvAcU_005.pt
FAKE_T1_1017_IOM_HAP_XX__AUDIO_1017_IOM_NEU_XX_styletts,track1,1,crema_1017,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1017_IOM_HAP_XX__AUDIO_1017_IOM_NEU_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1017_IOM_HAP_XX__AUDIO_1017_IOM_NEU_XX_styletts.pt
FAKE_T3_1031_ITH_NEU_XX__AUDIO_1031_ITH_SAD_XX_sadtalker,track3,1,crema_1031,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1031_ITH_NEU_XX__AUDIO_1031_ITH_SAD_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1031_ITH_NEU_XX__AUDIO_1031_ITH_SAD_XX_sadtalker.pt
39lcRCFvV-s_014,mosei_real,0,mosei_39lcRCFvV-s_014,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\39lcRCFvV-s_014.mp4,data\preprocessed\features\z_at\39lcRCFvV-s_014.pt,data\preprocessed\features\z_v\39lcRCFvV-s_014.pt
z7FicxE_pMU_000,mosei_real,0,mosei_z7FicxE_pMU_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\z7FicxE_pMU_000.mp4,data\preprocessed\features\z_at\z7FicxE_pMU_000.pt,data\preprocessed\features\z_v\z7FicxE_pMU_000.pt
FAKE_T2_1044_TAI_DIS_XX__AUDIO_1044_TAI_FEA_XX_wav2lip,track2,1,crema_1044,FEA,DIS,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1044_TAI_DIS_XX__AUDIO_1044_TAI_FEA_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1044_TAI_DIS_XX__AUDIO_1044_TAI_FEA_XX_wav2lip.pt
-m9KtvCk_L8_000,mosei_real,0,mosei_-m9KtvCk_L8_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-m9KtvCk_L8_000.mp4,data\preprocessed\features\z_at\-m9KtvCk_L8_000.pt,data\preprocessed\features\z_v\-m9KtvCk_L8_000.pt
4wuug3-5cWo_012,mosei_real,0,mosei_4wuug3-5cWo_012,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\4wuug3-5cWo_012.mp4,data\preprocessed\features\z_at\4wuug3-5cWo_012.pt,data\preprocessed\features\z_v\4wuug3-5cWo_012.pt
-mJ2ud6oKI8_006,mosei_real,0,mosei_-mJ2ud6oKI8_006,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-mJ2ud6oKI8_006.mp4,data\preprocessed\features\z_at\-mJ2ud6oKI8_006.pt,data\preprocessed\features\z_v\-mJ2ud6oKI8_006.pt
d0QNH2vcDgU_010,mosei_real,0,mosei_d0QNH2vcDgU_010,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\d0QNH2vcDgU_010.mp4,data\preprocessed\features\z_at\d0QNH2vcDgU_010.pt,data\preprocessed\features\z_v\d0QNH2vcDgU_010.pt
FAKE_T3_1049_WSI_NEU_XX__AUDIO_1049_WSI_SAD_XX_sadtalker,track3,1,crema_1049,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1049_WSI_NEU_XX__AUDIO_1049_WSI_SAD_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1049_WSI_NEU_XX__AUDIO_1049_WSI_SAD_XX_sadtalker.pt
G8p4QMjLUXI_007,mosei_real,0,mosei_G8p4QMjLUXI_007,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\G8p4QMjLUXI_007.mp4,data\preprocessed\features\z_at\G8p4QMjLUXI_007.pt,data\preprocessed\features\z_v\G8p4QMjLUXI_007.pt
FAKE_T2_1042_ITH_NEU_XX__AUDIO_1042_ITH_SAD_XX_wav2lip,track2,1,crema_1042,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1042_ITH_NEU_XX__AUDIO_1042_ITH_SAD_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1042_ITH_NEU_XX__AUDIO_1042_ITH_SAD_XX_wav2lip.pt
dev_dia57_utt11,meld_real,0,meld_Phoebe,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia57_utt11.mp4,data\preprocessed\features\z_at\dev_dia57_utt11.pt,data\preprocessed\features\z_v\dev_dia57_utt11.pt
test_dia255_utt7,meld_real,0,meld_Rachel,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia255_utt7.mp4,data\preprocessed\features\z_at\test_dia255_utt7.pt,data\preprocessed\features\z_v\test_dia255_utt7.pt
0cBmQ_ItVUc_006,mosei_real,0,mosei_0cBmQ_ItVUc_006,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\0cBmQ_ItVUc_006.mp4,data\preprocessed\features\z_at\0cBmQ_ItVUc_006.pt,data\preprocessed\features\z_v\0cBmQ_ItVUc_006.pt
faXGVcVcVsE_002,mosei_real,0,mosei_faXGVcVcVsE_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\faXGVcVcVsE_002.mp4,data\preprocessed\features\z_at\faXGVcVcVsE_002.pt,data\preprocessed\features\z_v\faXGVcVcVsE_002.pt
Gmhi58erY6k_000,mosei_real,0,mosei_Gmhi58erY6k_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\Gmhi58erY6k_000.mp4,data\preprocessed\features\z_at\Gmhi58erY6k_000.pt,data\preprocessed\features\z_v\Gmhi58erY6k_000.pt
train_dia252_utt2,meld_real,0,meld_Dr._Baldhara,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia252_utt2.mp4,data\preprocessed\features\z_at\train_dia252_utt2.pt,data\preprocessed\features\z_v\train_dia252_utt2.pt
babuyKl7EAw_008,mosei_real,0,mosei_babuyKl7EAw_008,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\babuyKl7EAw_008.mp4,data\preprocessed\features\z_at\babuyKl7EAw_008.pt,data\preprocessed\features\z_v\babuyKl7EAw_008.pt
FAKE_T2_1050_WSI_ANG_XX__AUDIO_1050_WSI_DIS_XX_wav2lip,track2,1,crema_1050,DIS,ANG,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1050_WSI_ANG_XX__AUDIO_1050_WSI_DIS_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1050_WSI_ANG_XX__AUDIO_1050_WSI_DIS_XX_wav2lip.pt
FAKE_T2_1003_DFA_FEA_XX__AUDIO_1003_DFA_HAP_XX_wav2lip,track2,1,crema_1003,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1003_DFA_FEA_XX__AUDIO_1003_DFA_HAP_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1003_DFA_FEA_XX__AUDIO_1003_DFA_HAP_XX_wav2lip.pt
1_11042,mustard,-1,mustard_BERNADETTE,,,0,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_11042.mp4,data\preprocessed\features\z_at\1_11042.pt,data\preprocessed\features\z_v\1_11042.pt
5OUcvUDMMWE_005,mosei_real,0,mosei_5OUcvUDMMWE_005,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\5OUcvUDMMWE_005.mp4,data\preprocessed\features\z_at\5OUcvUDMMWE_005.pt,data\preprocessed\features\z_v\5OUcvUDMMWE_005.pt
2_180,mustard,-1,mustard_PHOEBE,,,0,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_180.mp4,data\preprocessed\features\z_at\2_180.pt,data\preprocessed\features\z_v\2_180.pt
FAKE_T2_1075_IWL_SAD_XX__AUDIO_1075_IWL_ANG_XX_wav2lip,track2,1,crema_1075,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1075_IWL_SAD_XX__AUDIO_1075_IWL_ANG_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1075_IWL_SAD_XX__AUDIO_1075_IWL_ANG_XX_wav2lip.pt
FAKE_T2_1009_DFA_FEA_XX__AUDIO_1009_DFA_HAP_XX_wav2lip,track2,1,crema_1009,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1009_DFA_FEA_XX__AUDIO_1009_DFA_HAP_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1009_DFA_FEA_XX__AUDIO_1009_DFA_HAP_XX_wav2lip.pt
kxcCxbsKx3w_008,mosei_real,0,mosei_kxcCxbsKx3w_008,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\kxcCxbsKx3w_008.mp4,data\preprocessed\features\z_at\kxcCxbsKx3w_008.pt,data\preprocessed\features\z_v\kxcCxbsKx3w_008.pt
train_dia5_utt2,meld_real,0,meld_Phoebe,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia5_utt2.mp4,data\preprocessed\features\z_at\train_dia5_utt2.pt,data\preprocessed\features\z_v\train_dia5_utt2.pt
FAKE_T1_1061_IEO_ANG_MD__AUDIO_1061_IEO_DIS_MD_styletts,track1,1,crema_1061,DIS,ANG,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1061_IEO_ANG_MD__AUDIO_1061_IEO_DIS_MD_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1061_IEO_ANG_MD__AUDIO_1061_IEO_DIS_MD_styletts.pt
FAKE_T2_1055_TIE_HAP_XX__AUDIO_1055_TIE_NEU_XX_wav2lip,track2,1,crema_1055,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1055_TIE_HAP_XX__AUDIO_1055_TIE_NEU_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1055_TIE_HAP_XX__AUDIO_1055_TIE_NEU_XX_wav2lip.pt
FAKE_T3_1079_IEO_NEU_XX__AUDIO_1079_IEO_SAD_HI_sadtalker,track3,1,crema_1079,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1079_IEO_NEU_XX__AUDIO_1079_IEO_SAD_HI_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1079_IEO_NEU_XX__AUDIO_1079_IEO_SAD_HI_sadtalker.pt
y9FyTEyGy5Y_001,mosei_real,0,mosei_y9FyTEyGy5Y_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\y9FyTEyGy5Y_001.mp4,data\preprocessed\features\z_at\y9FyTEyGy5Y_001.pt,data\preprocessed\features\z_v\y9FyTEyGy5Y_001.pt
QbJiphIpzYc_000,mosei_real,0,mosei_QbJiphIpzYc_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\QbJiphIpzYc_000.mp4,data\preprocessed\features\z_at\QbJiphIpzYc_000.pt,data\preprocessed\features\z_v\QbJiphIpzYc_000.pt
FAKE_T2_1023_DFA_SAD_XX__AUDIO_1023_DFA_ANG_XX_wav2lip,track2,1,crema_1023,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1023_DFA_SAD_XX__AUDIO_1023_DFA_ANG_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1023_DFA_SAD_XX__AUDIO_1023_DFA_ANG_XX_wav2lip.pt
FAKE_T2_1049_IEO_HAP_HI__AUDIO_1049_IEO_NEU_XX_wav2lip,track2,1,crema_1049,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1049_IEO_HAP_HI__AUDIO_1049_IEO_NEU_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1049_IEO_HAP_HI__AUDIO_1049_IEO_NEU_XX_wav2lip.pt
FAKE_T3_1090_MTI_HAP_XX__AUDIO_1090_MTI_NEU_XX_sadtalker,track3,1,crema_1090,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1090_MTI_HAP_XX__AUDIO_1090_MTI_NEU_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1090_MTI_HAP_XX__AUDIO_1090_MTI_NEU_XX_sadtalker.pt
FAKE_T2_1075_IWW_SAD_XX__AUDIO_1075_IWW_ANG_XX_wav2lip,track2,1,crema_1075,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1075_IWW_SAD_XX__AUDIO_1075_IWW_ANG_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1075_IWW_SAD_XX__AUDIO_1075_IWW_ANG_XX_wav2lip.pt
FAKE_T3_1005_ITH_FEA_XX__AUDIO_1005_ITH_HAP_XX_sadtalker,track3,1,crema_1005,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1005_ITH_FEA_XX__AUDIO_1005_ITH_HAP_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1005_ITH_FEA_XX__AUDIO_1005_ITH_HAP_XX_sadtalker.pt
FAKE_T2_1055_IWL_SAD_XX__AUDIO_1055_IWL_ANG_XX_wav2lip,track2,1,crema_1055,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1055_IWL_SAD_XX__AUDIO_1055_IWL_ANG_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1055_IWL_SAD_XX__AUDIO_1055_IWL_ANG_XX_wav2lip.pt
FAKE_T3_1003_IOM_DIS_XX__AUDIO_1003_IOM_FEA_XX_sadtalker,track3,1,crema_1003,FEA,DIS,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1003_IOM_DIS_XX__AUDIO_1003_IOM_FEA_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1003_IOM_DIS_XX__AUDIO_1003_IOM_FEA_XX_sadtalker.pt
train_dia536_utt8,meld_real,0,meld_Monica,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia536_utt8.mp4,data\preprocessed\features\z_at\train_dia536_utt8.pt,data\preprocessed\features\z_v\train_dia536_utt8.pt
FAKE_T3_1049_ITS_SAD_XX__AUDIO_1049_ITS_ANG_XX_sadtalker,track3,1,crema_1049,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1049_ITS_SAD_XX__AUDIO_1049_ITS_ANG_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1049_ITS_SAD_XX__AUDIO_1049_ITS_ANG_XX_sadtalker.pt
dev_dia37_utt1,meld_real,0,meld_Chandler,fear,fear,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia37_utt1.mp4,data\preprocessed\features\z_at\dev_dia37_utt1.pt,data\preprocessed\features\z_v\dev_dia37_utt1.pt
train_dia440_utt4,meld_real,0,meld_Monica,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia440_utt4.mp4,data\preprocessed\features\z_at\train_dia440_utt4.pt,data\preprocessed\features\z_v\train_dia440_utt4.pt
FAKE_T1_1031_IEO_HAP_MD__AUDIO_1031_IEO_NEU_XX_styletts,track1,1,crema_1031,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1031_IEO_HAP_MD__AUDIO_1031_IEO_NEU_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1031_IEO_HAP_MD__AUDIO_1031_IEO_NEU_XX_styletts.pt
WxajvjGKz7Y_003,mosei_real,0,mosei_WxajvjGKz7Y_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\WxajvjGKz7Y_003.mp4,data\preprocessed\features\z_at\WxajvjGKz7Y_003.pt,data\preprocessed\features\z_v\WxajvjGKz7Y_003.pt
FAKE_T3_1044_DFA_NEU_XX__AUDIO_1044_DFA_SAD_XX_sadtalker,track3,1,crema_1044,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1044_DFA_NEU_XX__AUDIO_1044_DFA_SAD_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1044_DFA_NEU_XX__AUDIO_1044_DFA_SAD_XX_sadtalker.pt
train_dia336_utt14,meld_real,0,meld_Chandler,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia336_utt14.mp4,data\preprocessed\features\z_at\train_dia336_utt14.pt,data\preprocessed\features\z_v\train_dia336_utt14.pt
FAKE_T3_1090_ITH_DIS_XX__AUDIO_1090_ITH_FEA_XX_sadtalker,track3,1,crema_1090,FEA,DIS,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1090_ITH_DIS_XX__AUDIO_1090_ITH_FEA_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1090_ITH_DIS_XX__AUDIO_1090_ITH_FEA_XX_sadtalker.pt
4Q95Lg3Icho_014,mosei_real,0,mosei_4Q95Lg3Icho_014,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\4Q95Lg3Icho_014.mp4,data\preprocessed\features\z_at\4Q95Lg3Icho_014.pt,data\preprocessed\features\z_v\4Q95Lg3Icho_014.pt
train_dia913_utt11,meld_real,0,meld_Chandler,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia913_utt11.mp4,data\preprocessed\features\z_at\train_dia913_utt11.pt,data\preprocessed\features\z_v\train_dia913_utt11.pt
FAKE_T3_1089_WSI_SAD_XX__AUDIO_1089_WSI_ANG_XX_sadtalker,track3,1,crema_1089,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1089_WSI_SAD_XX__AUDIO_1089_WSI_ANG_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1089_WSI_SAD_XX__AUDIO_1089_WSI_ANG_XX_sadtalker.pt
FAKE_T3_1030_DFA_ANG_XX__AUDIO_1030_DFA_DIS_XX_sadtalker,track3,1,crema_1030,DIS,ANG,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1030_DFA_ANG_XX__AUDIO_1030_DFA_DIS_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1030_DFA_ANG_XX__AUDIO_1030_DFA_DIS_XX_sadtalker.pt
train_dia648_utt1,meld_real,0,meld_Monica,anger,anger,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia648_utt1.mp4,data\preprocessed\features\z_at\train_dia648_utt1.pt,data\preprocessed\features\z_v\train_dia648_utt1.pt
FAKE_T2_1008_TIE_SAD_XX__AUDIO_1008_TIE_ANG_XX_wav2lip,track2,1,crema_1008,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1008_TIE_SAD_XX__AUDIO_1008_TIE_ANG_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1008_TIE_SAD_XX__AUDIO_1008_TIE_ANG_XX_wav2lip.pt
test_dia174_utt15,meld_real,0,meld_Ross,sadness,sadness,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia174_utt15.mp4,data\preprocessed\features\z_at\test_dia174_utt15.pt,data\preprocessed\features\z_v\test_dia174_utt15.pt
FAKE_T3_1019_IWL_HAP_XX__AUDIO_1019_IWL_NEU_XX_sadtalker,track3,1,crema_1019,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1019_IWL_HAP_XX__AUDIO_1019_IWL_NEU_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1019_IWL_HAP_XX__AUDIO_1019_IWL_NEU_XX_sadtalker.pt
CbRexsp1HKw_004,mosei_real,0,mosei_CbRexsp1HKw_004,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\CbRexsp1HKw_004.mp4,data\preprocessed\features\z_at\CbRexsp1HKw_004.pt,data\preprocessed\features\z_v\CbRexsp1HKw_004.pt
c6wuh0NRG1s_002,mosei_real,0,mosei_c6wuh0NRG1s_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\c6wuh0NRG1s_002.mp4,data\preprocessed\features\z_at\c6wuh0NRG1s_002.pt,data\preprocessed\features\z_v\c6wuh0NRG1s_002.pt
FAKE_T2_1021_TSI_NEU_XX__AUDIO_1021_TSI_SAD_XX_wav2lip,track2,1,crema_1021,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1021_TSI_NEU_XX__AUDIO_1021_TSI_SAD_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1021_TSI_NEU_XX__AUDIO_1021_TSI_SAD_XX_wav2lip.pt
train_dia136_utt5,meld_real,0,meld_Ross,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia136_utt5.mp4,data\preprocessed\features\z_at\train_dia136_utt5.pt,data\preprocessed\features\z_v\train_dia136_utt5.pt
